text,label
PLEASE FIX GARBAGE DUMPING NEAR OFFICE,garbage_waste
general issue problem near office,other
Facing stray dogs near market!!!,stray_animals
accident risk is causing trouble in colony,traffic_roadsafety
Please fix road damage near bus stop,road_pothole
dustbin not cleared is causing trouble near school!!!,garbage_waste
THERE IS BAD ROAD CONDITION NEAR BUS STOP,road_pothole
URGENT ISSUE: ILLEGAL CONSTRUCTION NEAR MARKET,illegal_activities
Issue of traffic jam beside park!!!,traffic_roadsafety
THERE IS NO WATER SUPPLY NEAR OFFICE,water_supply
broken bench problem in my area!!!,public_property_damage
Urgent issue: power cut near school!!!,streetlight_electrical
THERE IS ELECTRIC POLE ISSUE NEAR OFFICE,streetlight_electrical
PLEASE FIX VANDALISM NEAR OFFICE!!!,public_property_damage
Facing bad road condition near hospital,road_pothole
Urgent issue: road damage in my area!!!,road_pothole
DAMAGED PARK PROBLEM NEAR OFFICE,public_property_damage
Issue of encroachment near market,illegal_activities
unknown problem problem on main road,other
Complaint about illegal parking in colony,illegal_activities
Issue of general issue beside park!!!,other
THERE IS DUSTBIN NOT CLEARED IN COLONY,garbage_waste
Complaint about illegal parking in my area,illegal_activities
dustbin not cleared problem near office,garbage_waste
pothole is causing trouble near office!!!,road_pothole
PLEASE FIX WATER CLOGGING IN COLONY,drainage_sewage
There is unknown problem beside park,other
Issue of encroachment near office,illegal_activities
wire problem problem in colony,streetlight_electrical
Facing dustbin not cleared near office,garbage_waste
damaged park problem near market,public_property_damage
FACING ILLEGAL PARKING NEAR MARKET,illegal_activities
Please fix dog attack risk near hospital,stray_animals
PLEASE FIX BROKEN ROAD IN COLONY,road_pothole
ISSUE OF CATTLE ON ROAD BESIDE PARK,stray_animals
FACING STRAY DOGS NEAR BUS STOP,stray_animals
FACING ACCIDENT RISK ON MAIN ROAD,traffic_roadsafety
Facing broken bench near school,public_property_damage
Please fix low water pressure in colony,water_supply
unknown problem problem in colony,other
There is broken bench on main road,public_property_damage
Urgent issue: illegal construction in my area,illegal_activities
encroachment problem in my area,illegal_activities
Please fix damaged park near hospital!!!,public_property_damage
THERE IS GARBAGE DUMPING IN MY AREA,garbage_waste
ILLEGAL PARKING IS CAUSING TROUBLE NEAR OFFICE!!!,illegal_activities
Please fix stray dogs on main road,stray_animals
THERE IS RASH DRIVING NEAR BUS STOP,traffic_roadsafety
PLEASE FIX SEWAGE PROBLEM IN COLONY!!!,drainage_sewage
Facing water clogging near bus stop,drainage_sewage
Facing general issue in colony!!!,other
Facing rash driving near office,traffic_roadsafety
PLEASE FIX DRAINAGE OVERFLOW IN COLONY!!!,drainage_sewage
There is dustbin not cleared near market,garbage_waste
COMPLAINT ABOUT DRAINAGE OVERFLOW NEAR OFFICE,drainage_sewage
dirty drainage problem on main road,drainage_sewage
THERE IS VANDALISM NEAR BUS STOP,public_property_damage
THERE IS CATTLE ON ROAD NEAR SCHOOL!!!,stray_animals
Urgent issue: cattle on road near bus stop!!!,stray_animals
COMPLAINT ABOUT POTHOLE IN MY AREA!!!,road_pothole
Please fix bad road condition beside park,road_pothole
Please fix power cut near school,streetlight_electrical
water issue is causing trouble in my area,water_supply
There is dog attack risk in colony!!!,stray_animals
Please fix cattle on road near bus stop,stray_animals
There is broken bench near bus stop!!!,public_property_damage
ISSUE OF POWER CUT IN MY AREA,streetlight_electrical
Urgent issue: unknown problem near market,other
COMPLAINT ABOUT CATTLE ON ROAD NEAR BUS STOP,stray_animals
PLEASE FIX ELECTRIC POLE ISSUE BESIDE PARK!!!,streetlight_electrical
Please fix unauthorized shops on main road,illegal_activities
Complaint about damaged park near market!!!,public_property_damage
Urgent issue: no signals near hospital!!!,traffic_roadsafety
Facing vandalism in my area!!!,public_property_damage
Issue of garbage dumping near bus stop,garbage_waste
Urgent issue: low water pressure near school,water_supply
ISSUE OF GENERAL ISSUE NEAR SCHOOL,other
wire problem problem near office,streetlight_electrical
Facing bad road condition near office,road_pothole
DUSTBIN NOT CLEARED PROBLEM NEAR OFFICE,garbage_waste
COMPLAINT ABOUT BROKEN ROAD ON MAIN ROAD!!!,road_pothole
ISSUE OF BROKEN ROAD IN COLONY,road_pothole
ISSUE OF GENERAL ISSUE NEAR MARKET!!!,other
FACING WATER ISSUE NEAR OFFICE,water_supply
Urgent issue: misc issue near office,other
COMPLAINT ABOUT WATER SHORTAGE IN COLONY,water_supply
Please fix cattle on road near office,stray_animals
Please fix unknown problem beside park,other
Urgent issue: low water pressure near office,water_supply
Urgent issue: dog attack risk near office,stray_animals
There is drainage overflow near office,drainage_sewage
THERE IS ILLEGAL PARKING ON MAIN ROAD,illegal_activities
URGENT ISSUE: ILLEGAL CONSTRUCTION IN MY AREA!!!,illegal_activities
NO SIGNALS IS CAUSING TROUBLE IN MY AREA,traffic_roadsafety
unknown problem is causing trouble in my area!!!,other
There is encroachment near school!!!,illegal_activities
Facing broken bench near market,public_property_damage
Complaint about pothole in my area,road_pothole
Urgent issue: water issue in my area,water_supply
Facing unknown problem near school,other
road damage is causing trouble near market,road_pothole
stray dogs is causing trouble near office!!!,stray_animals
Issue of vandalism near market,public_property_damage
DOG ATTACK RISK IS CAUSING TROUBLE ON MAIN ROAD!!!,stray_animals
URGENT ISSUE: WATER SHORTAGE NEAR HOSPITAL!!!,water_supply
Urgent issue: broken bench beside park,public_property_damage
There is waste overflow near bus stop,garbage_waste
MISC ISSUE PROBLEM NEAR MARKET!!!,other
Urgent issue: electric pole issue near office,streetlight_electrical
bad road condition is causing trouble beside park,road_pothole
ISSUE OF SEWAGE PROBLEM NEAR HOSPITAL,drainage_sewage
There is unauthorized shops near office,illegal_activities
TRASH PROBLEM IS CAUSING TROUBLE NEAR SCHOOL,garbage_waste
Urgent issue: garbage dumping in my area!!!,garbage_waste
COMPLAINT ABOUT WIRE PROBLEM ON MAIN ROAD,streetlight_electrical
no signals is causing trouble near market!!!,traffic_roadsafety
ISSUE OF ACCIDENT RISK IN MY AREA,traffic_roadsafety
Please fix street light not working beside park,streetlight_electrical
general issue problem near bus stop,other
Complaint about cattle on road beside park,stray_animals
FACING ENCROACHMENT IN COLONY,illegal_activities
Urgent issue: public property damage in my area!!!,public_property_damage
Issue of bad road condition on main road,road_pothole
PLEASE FIX ILLEGAL CONSTRUCTION BESIDE PARK,illegal_activities
There is no signals beside park,traffic_roadsafety
Urgent issue: broken road near office,road_pothole
Issue of illegal parking beside park,illegal_activities
Please fix dustbin not cleared near school,garbage_waste
Issue of public property damage near hospital!!!,public_property_damage
FACING ANIMAL NUISANCE IN MY AREA!!!,stray_animals
low water pressure is causing trouble near hospital!!!,water_supply
Complaint about wire problem in colony!!!,streetlight_electrical
PLEASE FIX WIRE PROBLEM NEAR MARKET,streetlight_electrical
dirty drainage is causing trouble near market!!!,drainage_sewage
illegal construction is causing trouble near bus stop,illegal_activities
URGENT ISSUE: VANDALISM ON MAIN ROAD!!!,public_property_damage
WATER SHORTAGE PROBLEM NEAR SCHOOL!!!,water_supply
Please fix power cut near bus stop!!!,streetlight_electrical
FACING WATER ISSUE IN MY AREA!!!,water_supply
broken road problem near market,road_pothole
Urgent issue: stray dogs near school!!!,stray_animals
There is no signals near office!!!,traffic_roadsafety
Please fix water shortage near market,water_supply
There is general issue beside park,other
bad road condition problem near school,road_pothole
dustbin not cleared problem in colony,garbage_waste
There is accident risk in colony,traffic_roadsafety
Issue of public property damage in my area!!!,public_property_damage
electric pole issue problem in colony!!!,streetlight_electrical
THERE IS TRASH PROBLEM NEAR SCHOOL,garbage_waste
Please fix water issue near school,water_supply
PLEASE FIX GENERAL ISSUE IN MY AREA!!!,other
Please fix dog attack risk near hospital,stray_animals
URGENT ISSUE: CATTLE ON ROAD NEAR SCHOOL!!!,stray_animals
FACING WATER ISSUE NEAR BUS STOP,water_supply
PLEASE FIX SEWAGE PROBLEM NEAR HOSPITAL!!!,drainage_sewage
Urgent issue: waste overflow near hospital,garbage_waste
Urgent issue: unauthorized shops near school,illegal_activities
ISSUE OF WIRE PROBLEM NEAR HOSPITAL,streetlight_electrical
Issue of damaged park on main road,public_property_damage
Complaint about misc issue near market,other
COMPLAINT ABOUT SEWAGE PROBLEM NEAR MARKET!!!,drainage_sewage
THERE IS NO WATER SUPPLY NEAR OFFICE,water_supply
WATER CLOGGING PROBLEM IN COLONY,drainage_sewage
Issue of general issue on main road,other
WATER SHORTAGE IS CAUSING TROUBLE NEAR MARKET!!!,water_supply
Please fix damaged park in my area!!!,public_property_damage
power cut problem near hospital,streetlight_electrical
COMPLAINT ABOUT WATER CLOGGING NEAR OFFICE!!!,drainage_sewage
Urgent issue: broken bench near market!!!,public_property_damage
Facing no signals near bus stop,traffic_roadsafety
dirty drainage is causing trouble beside park,drainage_sewage
There is stray dogs near office,stray_animals
electric pole issue is causing trouble beside park!!!,streetlight_electrical
Issue of illegal parking in colony,illegal_activities
Urgent issue: sewage problem near school!!!,drainage_sewage
broken road is causing trouble in colony,road_pothole
Facing unauthorized shops near market!!!,illegal_activities
UNAUTHORIZED SHOPS IS CAUSING TROUBLE NEAR SCHOOL,illegal_activities
PLEASE FIX ELECTRIC POLE ISSUE NEAR HOSPITAL,streetlight_electrical
Please fix misc issue beside park!!!,other
accident risk is causing trouble near office!!!,traffic_roadsafety
accident risk problem near market,traffic_roadsafety
URGENT ISSUE: WATER CLOGGING NEAR MARKET,drainage_sewage
Urgent issue: stray dogs in colony,stray_animals
Issue of general issue near bus stop,other
THERE IS WATER ISSUE NEAR OFFICE,water_supply
STREET LIGHT NOT WORKING IS CAUSING TROUBLE NEAR HOSPITAL!!!,streetlight_electrical
PLEASE FIX VANDALISM NEAR SCHOOL,public_property_damage
unknown problem is causing trouble near school,other
STREET LIGHT NOT WORKING PROBLEM ON MAIN ROAD,streetlight_electrical
Urgent issue: damaged park in my area,public_property_damage
FACING DIRTY DRAINAGE IN MY AREA,drainage_sewage
THERE IS ELECTRIC POLE ISSUE NEAR MARKET,streetlight_electrical
NO SIGNALS IS CAUSING TROUBLE NEAR SCHOOL,traffic_roadsafety
Please fix no signals near market,traffic_roadsafety
Complaint about low water pressure in colony,water_supply
Urgent issue: water clogging beside park,drainage_sewage
PLEASE FIX NO WATER SUPPLY NEAR MARKET,water_supply
Please fix misc issue near office,other
Facing unknown problem near hospital!!!,other
Complaint about dog attack risk in colony,stray_animals
Facing broken bench near school,public_property_damage
Facing wire problem in colony,streetlight_electrical
Complaint about animal nuisance in colony,stray_animals
ANIMAL NUISANCE IS CAUSING TROUBLE NEAR BUS STOP,stray_animals
misc issue is causing trouble in my area,other
FACING ACCIDENT RISK NEAR SCHOOL,traffic_roadsafety
Urgent issue: drainage overflow in my area,drainage_sewage
water issue is causing trouble in colony!!!,water_supply
general issue is causing trouble in my area!!!,other
There is unknown problem in colony,other
Complaint about water issue near hospital,water_supply
URGENT ISSUE: UNAUTHORIZED SHOPS NEAR MARKET,illegal_activities
Issue of rash driving in my area,traffic_roadsafety
Complaint about no water supply near bus stop,water_supply
URGENT ISSUE: DUSTBIN NOT CLEARED NEAR BUS STOP,garbage_waste
THERE IS BAD ROAD CONDITION NEAR MARKET!!!,road_pothole
Please fix water shortage in colony,water_supply
Please fix dirty drainage near office,drainage_sewage
Facing cattle on road in colony!!!,stray_animals
THERE IS NO WATER SUPPLY ON MAIN ROAD,water_supply
Facing pothole near market,road_pothole
PLEASE FIX ACCIDENT RISK IN COLONY,traffic_roadsafety
Facing rash driving in colony!!!,traffic_roadsafety
WASTE OVERFLOW IS CAUSING TROUBLE NEAR HOSPITAL,garbage_waste
There is damaged park beside park,public_property_damage
Urgent issue: animal nuisance beside park,stray_animals
There is bad road condition in my area!!!,road_pothole
THERE IS POWER CUT NEAR BUS STOP,streetlight_electrical
Urgent issue: dirty drainage near school!!!,drainage_sewage
WASTE OVERFLOW IS CAUSING TROUBLE ON MAIN ROAD,garbage_waste
Issue of water clogging near hospital!!!,drainage_sewage
Facing broken road near hospital!!!,road_pothole
rash driving is causing trouble near office!!!,traffic_roadsafety
Please fix dirty drainage near bus stop,drainage_sewage
There is street light not working on main road,streetlight_electrical
URGENT ISSUE: ROAD DAMAGE IN MY AREA,road_pothole
Please fix water clogging near office!!!,drainage_sewage
dustbin not cleared problem on main road,garbage_waste
Complaint about stray dogs near bus stop,stray_animals
POTHOLE IS CAUSING TROUBLE ON MAIN ROAD,road_pothole
Facing garbage dumping in colony,garbage_waste
NO WATER SUPPLY IS CAUSING TROUBLE NEAR SCHOOL!!!,water_supply
bad road condition problem near hospital,road_pothole
Complaint about drainage overflow beside park,drainage_sewage
accident risk is causing trouble near market!!!,traffic_roadsafety
THERE IS BAD ROAD CONDITION BESIDE PARK!!!,road_pothole
unauthorized shops is causing trouble near school,illegal_activities
COMPLAINT ABOUT CATTLE ON ROAD NEAR MARKET,stray_animals
URGENT ISSUE: POWER CUT NEAR HOSPITAL,streetlight_electrical
COMPLAINT ABOUT ELECTRIC POLE ISSUE ON MAIN ROAD,streetlight_electrical
Urgent issue: bad road condition in colony,road_pothole
Complaint about stray dogs on main road!!!,stray_animals
COMPLAINT ABOUT ILLEGAL CONSTRUCTION ON MAIN ROAD!!!,illegal_activities
traffic jam problem beside park,traffic_roadsafety
URGENT ISSUE: DUSTBIN NOT CLEARED NEAR MARKET,garbage_waste
Facing wire problem near bus stop,streetlight_electrical
WATER ISSUE PROBLEM NEAR OFFICE,water_supply
URGENT ISSUE: PUBLIC PROPERTY DAMAGE IN MY AREA,public_property_damage
Complaint about encroachment near bus stop,illegal_activities
Urgent issue: misc issue in my area,other
Please fix damaged park in my area,public_property_damage
Urgent issue: bad road condition beside park!!!,road_pothole
Facing street light not working near bus stop,streetlight_electrical
traffic jam is causing trouble beside park,traffic_roadsafety
ILLEGAL PARKING IS CAUSING TROUBLE NEAR SCHOOL,illegal_activities
FACING DOG ATTACK RISK NEAR SCHOOL,stray_animals
PLEASE FIX NO SIGNALS NEAR HOSPITAL!!!,traffic_roadsafety
There is road damage near bus stop,road_pothole
Issue of street light not working in my area!!!,streetlight_electrical
PLEASE FIX NO SIGNALS NEAR MARKET!!!,traffic_roadsafety
Complaint about bad road condition near market,road_pothole
FACING MISC ISSUE IN COLONY,other
Please fix waste overflow beside park,garbage_waste
Facing no signals on main road,traffic_roadsafety
FACING WIRE PROBLEM ON MAIN ROAD,streetlight_electrical
Please fix broken bench near hospital!!!,public_property_damage
FACING GENERAL ISSUE IN MY AREA!!!,other
Complaint about broken bench on main road,public_property_damage
There is sewage problem near hospital!!!,drainage_sewage
Urgent issue: broken road near bus stop!!!,road_pothole
Urgent issue: accident risk near market,traffic_roadsafety
There is electric pole issue near office,streetlight_electrical
Facing street light not working in my area,streetlight_electrical
Please fix unauthorized shops in colony,illegal_activities
ISSUE OF STREET LIGHT NOT WORKING NEAR SCHOOL!!!,streetlight_electrical
Urgent issue: water shortage near hospital,water_supply
Urgent issue: waste overflow in my area,garbage_waste
FACING PUBLIC PROPERTY DAMAGE NEAR SCHOOL,public_property_damage
Urgent issue: damaged park near office,public_property_damage
Please fix water clogging near school,drainage_sewage
There is dustbin not cleared on main road,garbage_waste
vandalism is causing trouble near office,public_property_damage
waste overflow problem near bus stop,garbage_waste
Facing encroachment near hospital,illegal_activities
There is sewage problem near bus stop,drainage_sewage
waste overflow problem on main road,garbage_waste
Urgent issue: street light not working near office,streetlight_electrical
Please fix dustbin not cleared in my area!!!,garbage_waste
Facing garbage dumping near office,garbage_waste
illegal parking is causing trouble near office!!!,illegal_activities
There is broken road near hospital,road_pothole
Facing unknown problem in my area,other
NO WATER SUPPLY IS CAUSING TROUBLE BESIDE PARK,water_supply
Urgent issue: cattle on road near market!!!,stray_animals
There is unknown problem on main road!!!,other
There is water issue in my area,water_supply
VANDALISM PROBLEM NEAR OFFICE,public_property_damage
electric pole issue is causing trouble near office,streetlight_electrical
Urgent issue: rash driving beside park,traffic_roadsafety
water clogging problem near hospital,drainage_sewage
cattle on road problem near school!!!,stray_animals
THERE IS WATER CLOGGING IN COLONY,drainage_sewage
power cut problem near school!!!,streetlight_electrical
ISSUE OF GARBAGE DUMPING NEAR SCHOOL!!!,garbage_waste
Issue of wire problem beside park,streetlight_electrical
ISSUE OF LOW WATER PRESSURE NEAR OFFICE,water_supply
FACING LOW WATER PRESSURE BESIDE PARK,water_supply
Urgent issue: waste overflow in my area,garbage_waste
THERE IS WIRE PROBLEM IN MY AREA!!!,streetlight_electrical
waste overflow problem near bus stop!!!,garbage_waste
There is dog attack risk near school,stray_animals
Facing low water pressure in colony!!!,water_supply
Please fix misc issue near school,other
COMPLAINT ABOUT UNKNOWN PROBLEM NEAR MARKET,other
FACING LOW WATER PRESSURE IN MY AREA,water_supply
general issue problem in my area,other
Please fix cattle on road near market,stray_animals
FACING DIRTY DRAINAGE IN COLONY,drainage_sewage
Facing garbage dumping in my area!!!,garbage_waste
THERE IS SEWAGE PROBLEM NEAR SCHOOL,drainage_sewage
general issue problem near bus stop,other
Please fix power cut in colony,streetlight_electrical
Complaint about cattle on road on main road!!!,stray_animals
Urgent issue: water clogging near office,drainage_sewage
Please fix accident risk on main road,traffic_roadsafety
Complaint about traffic jam near bus stop,traffic_roadsafety
There is damaged park near hospital,public_property_damage
vandalism problem near market!!!,public_property_damage
PLEASE FIX POTHOLE IN MY AREA,road_pothole
GARBAGE DUMPING PROBLEM NEAR HOSPITAL,garbage_waste
Complaint about trash problem near bus stop,garbage_waste
Urgent issue: road damage on main road!!!,road_pothole
ISSUE OF WATER CLOGGING NEAR HOSPITAL!!!,drainage_sewage
road damage problem near office,road_pothole
PUBLIC PROPERTY DAMAGE IS CAUSING TROUBLE ON MAIN ROAD,public_property_damage
misc issue is causing trouble near school!!!,other
Complaint about damaged park near office,public_property_damage
PLEASE FIX ILLEGAL PARKING ON MAIN ROAD,illegal_activities
Issue of dustbin not cleared near market,garbage_waste
PLEASE FIX DRAINAGE OVERFLOW IN MY AREA,drainage_sewage
FACING UNKNOWN PROBLEM NEAR OFFICE,other
Issue of bad road condition on main road,road_pothole
THERE IS MISC ISSUE NEAR HOSPITAL!!!,other
ISSUE OF ANIMAL NUISANCE IN COLONY,stray_animals
There is garbage dumping in my area,garbage_waste
Urgent issue: encroachment on main road,illegal_activities
FACING WASTE OVERFLOW NEAR OFFICE!!!,garbage_waste
COMPLAINT ABOUT VANDALISM NEAR SCHOOL!!!,public_property_damage
Urgent issue: garbage dumping near office!!!,garbage_waste
There is broken bench near bus stop,public_property_damage
public property damage problem near bus stop,public_property_damage
There is dustbin not cleared near office,garbage_waste
There is vandalism in colony,public_property_damage
Please fix dustbin not cleared near office,garbage_waste
Issue of unknown problem near market!!!,other
Urgent issue: drainage overflow beside park,drainage_sewage
Complaint about dirty drainage beside park,drainage_sewage
Please fix wire problem beside park,streetlight_electrical
Facing sewage problem near hospital!!!,drainage_sewage
Please fix garbage dumping beside park,garbage_waste
Complaint about drainage overflow near office,drainage_sewage
illegal parking is causing trouble near office!!!,illegal_activities
FACING STRAY DOGS NEAR SCHOOL,stray_animals
Please fix low water pressure beside park,water_supply
There is no water supply near market,water_supply
ANIMAL NUISANCE IS CAUSING TROUBLE NEAR BUS STOP,stray_animals
water clogging problem near market!!!,drainage_sewage
Complaint about sewage problem on main road,drainage_sewage
RASH DRIVING IS CAUSING TROUBLE ON MAIN ROAD,traffic_roadsafety
Urgent issue: water shortage on main road,water_supply
PLEASE FIX DUSTBIN NOT CLEARED IN COLONY,garbage_waste
electric pole issue is causing trouble in my area,streetlight_electrical
Complaint about dirty drainage in colony!!!,drainage_sewage
Issue of traffic jam near school!!!,traffic_roadsafety
water shortage is causing trouble near school,water_supply
vandalism problem near bus stop,public_property_damage
There is trash problem in my area,garbage_waste
water clogging problem beside park,drainage_sewage
Please fix accident risk near bus stop!!!,traffic_roadsafety
URGENT ISSUE: STRAY DOGS NEAR BUS STOP,stray_animals
WATER ISSUE IS CAUSING TROUBLE ON MAIN ROAD,water_supply
Issue of drainage overflow near market,drainage_sewage
Facing dustbin not cleared near school,garbage_waste
drainage overflow problem beside park,drainage_sewage
Urgent issue: damaged park near bus stop,public_property_damage
COMPLAINT ABOUT MISC ISSUE NEAR HOSPITAL!!!,other
FACING TRASH PROBLEM NEAR SCHOOL,garbage_waste
unknown problem problem near market,other
URGENT ISSUE: ENCROACHMENT NEAR OFFICE,illegal_activities
URGENT ISSUE: PUBLIC PROPERTY DAMAGE NEAR BUS STOP,public_property_damage
There is misc issue in my area,other
Urgent issue: wire problem in my area!!!,streetlight_electrical
Facing unknown problem near hospital!!!,other
Please fix animal nuisance near school,stray_animals
general issue is causing trouble on main road,other
URGENT ISSUE: VANDALISM NEAR BUS STOP,public_property_damage
Urgent issue: road damage beside park,road_pothole
Please fix vandalism near office,public_property_damage
FACING ILLEGAL CONSTRUCTION ON MAIN ROAD!!!,illegal_activities
Urgent issue: water clogging near market,drainage_sewage
Please fix drainage overflow near bus stop,drainage_sewage
THERE IS UNAUTHORIZED SHOPS ON MAIN ROAD!!!,illegal_activities
Issue of dirty drainage near market,drainage_sewage
Facing electric pole issue near bus stop!!!,streetlight_electrical
Issue of encroachment on main road,illegal_activities
There is bad road condition near hospital!!!,road_pothole
Issue of electric pole issue on main road,streetlight_electrical
Urgent issue: animal nuisance beside park,stray_animals
URGENT ISSUE: ROAD DAMAGE NEAR BUS STOP,road_pothole
PLEASE FIX MISC ISSUE IN MY AREA!!!,other
illegal parking is causing trouble in colony,illegal_activities
ANIMAL NUISANCE IS CAUSING TROUBLE BESIDE PARK,stray_animals
Please fix wire problem beside park,streetlight_electrical
Facing cattle on road near market,stray_animals
road damage is causing trouble beside park,road_pothole
Issue of encroachment near hospital,illegal_activities
Urgent issue: illegal construction near school!!!,illegal_activities
Facing no water supply near hospital,water_supply
Please fix water shortage near school,water_supply
Please fix unknown problem near office!!!,other
Facing sewage problem near bus stop,drainage_sewage
THERE IS STREET LIGHT NOT WORKING NEAR HOSPITAL!!!,streetlight_electrical
POTHOLE PROBLEM NEAR BUS STOP!!!,road_pothole
COMPLAINT ABOUT BAD ROAD CONDITION BESIDE PARK,road_pothole
wire problem problem on main road,streetlight_electrical
Urgent issue: broken bench near office,public_property_damage
Please fix dustbin not cleared near school,garbage_waste
URGENT ISSUE: DUSTBIN NOT CLEARED NEAR MARKET!!!,garbage_waste
Facing garbage dumping on main road!!!,garbage_waste
COMPLAINT ABOUT ROAD DAMAGE IN COLONY!!!,road_pothole
broken bench is causing trouble near market!!!,public_property_damage
Issue of general issue in colony,other
Issue of no signals near hospital,traffic_roadsafety
no signals problem near market!!!,traffic_roadsafety
FACING ILLEGAL CONSTRUCTION NEAR HOSPITAL,illegal_activities
Please fix water shortage in colony,water_supply
dustbin not cleared is causing trouble near school,garbage_waste
Facing illegal parking beside park,illegal_activities
ISSUE OF ILLEGAL CONSTRUCTION IN MY AREA!!!,illegal_activities
COMPLAINT ABOUT BROKEN BENCH IN MY AREA,public_property_damage
Facing misc issue in colony!!!,other
dog attack risk problem beside park,stray_animals
bad road condition problem near office,road_pothole
Please fix sewage problem in my area!!!,drainage_sewage
Complaint about vandalism near school,public_property_damage
NO WATER SUPPLY IS CAUSING TROUBLE NEAR SCHOOL,water_supply
Please fix dustbin not cleared beside park,garbage_waste
misc issue is causing trouble in my area,other
traffic jam is causing trouble near school!!!,traffic_roadsafety
CATTLE ON ROAD IS CAUSING TROUBLE NEAR BUS STOP,stray_animals
Complaint about wire problem near market,streetlight_electrical
WATER ISSUE PROBLEM NEAR BUS STOP,water_supply
Urgent issue: illegal parking near school,illegal_activities
road damage is causing trouble near bus stop,road_pothole
FACING UNAUTHORIZED SHOPS IN MY AREA,illegal_activities
dirty drainage problem near bus stop,drainage_sewage
Issue of water issue near market,water_supply
Please fix dog attack risk near hospital,stray_animals
Facing general issue near bus stop,other
damaged park is causing trouble near office,public_property_damage
THERE IS ROAD DAMAGE IN MY AREA,road_pothole
Urgent issue: rash driving near hospital!!!,traffic_roadsafety
Facing traffic jam in colony!!!,traffic_roadsafety
Urgent issue: accident risk in colony!!!,traffic_roadsafety
Facing electric pole issue near hospital,streetlight_electrical
Facing pothole in my area,road_pothole
Facing unknown problem near office,other
Urgent issue: encroachment in my area,illegal_activities
bad road condition is causing trouble on main road,road_pothole
DUSTBIN NOT CLEARED IS CAUSING TROUBLE BESIDE PARK!!!,garbage_waste
low water pressure is causing trouble in my area,water_supply
electric pole issue problem near office,streetlight_electrical
dirty drainage is causing trouble in my area!!!,drainage_sewage
COMPLAINT ABOUT GENERAL ISSUE BESIDE PARK!!!,other
Urgent issue: broken road near school,road_pothole
THERE IS GENERAL ISSUE BESIDE PARK,other
THERE IS TRASH PROBLEM BESIDE PARK!!!,garbage_waste
Complaint about dustbin not cleared near office!!!,garbage_waste
Please fix trash problem near office!!!,garbage_waste
Complaint about animal nuisance near market,stray_animals
Facing dustbin not cleared beside park,garbage_waste
Facing garbage dumping beside park,garbage_waste
There is dirty drainage in my area,drainage_sewage
Please fix street light not working on main road,streetlight_electrical
general issue is causing trouble in my area!!!,other
NO WATER SUPPLY PROBLEM IN MY AREA!!!,water_supply
ILLEGAL CONSTRUCTION PROBLEM IN MY AREA!!!,illegal_activities
Please fix wire problem on main road,streetlight_electrical
Please fix rash driving on main road!!!,traffic_roadsafety
Urgent issue: encroachment near school!!!,illegal_activities
trash problem problem beside park,garbage_waste
Complaint about waste overflow beside park,garbage_waste
Complaint about cattle on road near office!!!,stray_animals
Urgent issue: stray dogs in colony,stray_animals
Please fix broken bench near bus stop!!!,public_property_damage
ISSUE OF LOW WATER PRESSURE NEAR OFFICE!!!,water_supply
Facing waste overflow near office,garbage_waste
drainage overflow is causing trouble on main road,drainage_sewage
THERE IS WATER SHORTAGE NEAR SCHOOL,water_supply
Urgent issue: unknown problem near bus stop,other
Please fix dirty drainage in my area!!!,drainage_sewage
There is electric pole issue on main road!!!,streetlight_electrical
water shortage is causing trouble in colony!!!,water_supply
BROKEN ROAD PROBLEM NEAR OFFICE,road_pothole
Complaint about dustbin not cleared in my area,garbage_waste
Facing water shortage on main road,water_supply
Please fix illegal construction beside park,illegal_activities
Issue of wire problem beside park,streetlight_electrical
rash driving problem near market,traffic_roadsafety
electric pole issue problem near bus stop!!!,streetlight_electrical
FACING PUBLIC PROPERTY DAMAGE NEAR SCHOOL,public_property_damage
misc issue is causing trouble near market,other
Facing no water supply near bus stop,water_supply
Complaint about sewage problem beside park,drainage_sewage
Please fix trash problem on main road,garbage_waste
Complaint about no signals near hospital!!!,traffic_roadsafety
DUSTBIN NOT CLEARED IS CAUSING TROUBLE BESIDE PARK,garbage_waste
THERE IS VANDALISM NEAR SCHOOL!!!,public_property_damage
Complaint about no water supply on main road,water_supply
Complaint about unauthorized shops near bus stop,illegal_activities
WASTE OVERFLOW IS CAUSING TROUBLE NEAR OFFICE,garbage_waste
broken bench problem near office,public_property_damage
Issue of dirty drainage beside park,drainage_sewage
THERE IS UNKNOWN PROBLEM NEAR SCHOOL!!!,other
road damage is causing trouble on main road,road_pothole
stray dogs problem near school!!!,stray_animals
THERE IS BROKEN ROAD NEAR HOSPITAL!!!,road_pothole
Issue of traffic jam near market!!!,traffic_roadsafety
Complaint about dustbin not cleared near office!!!,garbage_waste
Urgent issue: power cut in my area,streetlight_electrical
ISSUE OF VANDALISM ON MAIN ROAD,public_property_damage
Urgent issue: dirty drainage beside park!!!,drainage_sewage
Urgent issue: accident risk near bus stop,traffic_roadsafety
Issue of general issue beside park,other
THERE IS VANDALISM ON MAIN ROAD,public_property_damage
POTHOLE PROBLEM BESIDE PARK!!!,road_pothole
Complaint about water shortage beside park,water_supply
trash problem problem in colony,garbage_waste
general issue is causing trouble in colony!!!,other
Complaint about animal nuisance near school,stray_animals
Please fix drainage overflow in colony!!!,drainage_sewage
